City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
482,Pimentel,PE,-5.0892,-81.1144,63.39,85,28,14.12,scattered clouds
483,Villarrica,PE,-6.8367,-79.9342,62.31,87,54,14.76,broken clouds
484,Galle,PY,-25.75,-56.4333,67.46,67,51,3.83,broken clouds
485,Berlevag,LK,6.0367,80.217,80.31,80,83,9.6,broken clouds
486,Tripoli,NO,70.8578,29.0864,50.0,93,100,25.32,overcast clouds
487,Hede,LY,32.8752,13.1875,82.62,48,0,8.01,clear sky
488,Luba,CN,33.7681,120.2517,89.02,67,8,8.86,clear sky
489,Vilyuysk,GQ,3.4568,8.5547,75.09,89,100,13.2,light rain
490,Dryden,RU,63.7553,121.6247,87.6,35,53,7.45,broken clouds
491,Tongren,CA,49.7833,-92.7503,55.69,94,75,5.75,broken clouds
492,Jackson,CN,27.7172,109.1853,91.27,58,93,4.25,overcast clouds
493,Zhaotong,US,42.4165,-122.8345,93.07,33,0,0.0,clear sky
494,Faya,CN,27.3167,103.7167,71.28,70,87,3.27,overcast clouds
495,Khudumelapye,SA,18.3851,42.4509,64.51,58,100,4.25,overcast clouds
496,Nishihara,BW,-23.8833,24.75,55.02,46,37,6.98,scattered clouds
497,Tortoli,JP,26.1842,127.7558,89.26,72,75,11.5,broken clouds
498,Merauke,IT,39.9256,9.6572,75.51,55,0,4.63,clear sky
499,Mahaicony,ID,-8.4667,140.3333,80.92,76,84,19.98,broken clouds
500,Umm Kaddadah,EC,0.0847,-76.8828,67.06,98,100,2.15,overcast clouds
501,Araouane,SD,13.6017,26.6876,77.45,67,99,6.6,overcast clouds
502,Ust-Uda,ML,18.9048,-3.5265,93.85,12,0,10.07,clear sky
503,Borogontsy,RU,54.1742,103.0304,68.56,53,99,6.58,overcast clouds
504,Chaman,RU,62.6683,131.1683,88.7,35,24,3.65,few clouds
505,Dutlwe,PK,30.9236,66.4512,79.86,61,98,3.76,heavy intensity rain
506,Port Augusta,BW,-23.9833,23.9,56.91,40,55,10.31,broken clouds
507,Vanavara,AU,-32.5,137.7667,64.38,25,23,5.59,few clouds
508,Pacific Grove,RU,60.34,102.2797,69.89,60,82,2.93,broken clouds
509,Nizhniy Odes,US,36.6177,-121.9166,61.81,87,75,8.99,broken clouds
510,Maridi,RU,63.6445,54.856,66.65,50,20,5.5,few clouds
511,Bara,SS,4.9158,29.4742,66.18,97,99,2.28,overcast clouds
512,Sohbatpur,NG,10.3744,10.7288,70.74,97,100,6.6,overcast clouds
513,Hailar,PK,28.5202,68.5434,90.25,62,100,2.53,light rain
514,Buraydah,CN,49.2,119.7,76.62,59,100,7.67,overcast clouds
515,Johnstown,SA,26.326,43.975,90.05,11,99,5.57,overcast clouds
516,Anaconda,US,40.3267,-78.922,74.53,87,0,8.05,clear sky
517,Petropavl,US,46.1285,-112.9423,76.19,63,62,4.07,broken clouds
518,Itaituba,KZ,54.8753,69.1628,69.78,73,40,8.95,scattered clouds
519,Cortland,BR,-4.2761,-55.9836,77.58,60,73,1.83,broken clouds
520,Leh,US,42.6001,-76.083,71.46,88,75,0.0,broken clouds
521,Vagamo,IN,34.1667,77.5833,56.59,77,100,5.57,overcast clouds
522,Cayenne,NO,61.8751,9.0967,48.15,75,12,2.98,few clouds
523,Vanderhoof,GF,4.9333,-52.3333,76.08,1,0,2.3,clear sky
524,Novyy Urgal,CA,54.0166,-124.0198,72.57,57,1,3.22,clear sky
525,Redcar,RU,51.0736,132.5642,85.42,52,99,4.65,overcast clouds
526,Ixtapa,GB,54.6166,-1.06,60.53,57,100,1.99,light rain
527,Mehar,MX,20.7,-105.2,79.23,94,40,5.75,scattered clouds
528,Dickson,PK,27.1807,67.8229,89.94,64,100,2.98,overcast clouds
529,Yagoua,US,36.077,-87.3878,80.94,86,8,0.0,clear sky
530,Limon,CM,10.3411,15.2329,71.56,94,100,4.56,overcast clouds
531,Bolungarvik,CR,10.0,-83.0333,77.05,84,100,1.43,overcast clouds
532,Deputatskiy,PT,39.3558,-9.3811,66.29,90,10,9.84,clear sky
533,Yarada,RU,69.3,139.9,63.59,40,88,6.6,overcast clouds
534,Beloha,IN,17.65,83.2667,88.12,70,40,5.75,haze
535,Obsharovka,MG,-25.1667,45.05,63.1,67,0,5.5,clear sky
536,Villa Carlos Paz,RU,53.125,48.8531,73.17,71,0,8.81,clear sky
537,Brae,AR,-31.4241,-64.4978,50.4,50,100,4.0,overcast clouds
538,Tari,GB,60.3964,-1.353,51.89,80,53,6.64,broken clouds
539,Portland,NG,12.4086,4.4914,77.76,80,100,7.05,moderate rain
540,Gubkinskiy,US,45.5234,-122.6762,86.79,53,20,5.75,few clouds
541,Makakilo City,RU,64.434,76.5026,65.21,53,17,17.65,few clouds
542,Sharkan,US,21.3469,-158.0858,80.92,58,0,12.66,clear sky
543,Aldergrove,RU,57.2989,53.8712,66.58,63,19,6.49,few clouds
544,Ketchikan,CA,49.058,-122.4709,79.59,71,20,5.75,few clouds
545,Thanh Hoa,US,55.3422,-131.6461,72.07,46,0,5.75,clear sky
546,Auxerre,VN,19.8,105.7667,93.36,58,19,4.54,few clouds
547,Perth,FR,47.8,3.5667,55.63,62,77,2.24,broken clouds
548,Bowen,AU,-31.9333,115.8333,72.18,63,20,14.97,few clouds
549,Manokwari,AU,-20.0167,148.2333,67.73,46,0,11.27,clear sky
550,Bullhead City,ID,-0.8667,134.0833,84.09,68,74,9.86,broken clouds
551,Bridlington,US,35.1478,-114.5683,94.42,46,0,5.75,clear sky
552,Elizabeth City,GB,54.0831,-0.1919,57.88,73,100,9.48,overcast clouds
553,Kui Buri,US,36.2946,-76.2511,79.99,89,0,6.91,clear sky
554,Bugasan,TH,12.0828,99.8543,93.99,53,100,3.87,heavy intensity rain
555,Woodward,PH,7.4408,124.2592,86.2,67,73,5.75,broken clouds
556,Solsvik,US,36.4337,-99.3904,83.43,53,0,6.91,clear sky
557,Raudeberg,RU,54.3419,101.5036,69.48,46,100,6.35,overcast clouds
558,Sezana,NO,61.9875,5.1352,45.95,70,35,4.43,scattered clouds
559,Te Anau,SI,45.7092,13.8733,72.73,88,0,4.0,clear sky
560,Hearst,NZ,-45.4167,167.7167,41.72,98,100,1.39,light rain
561,Lelese,CA,49.6835,-83.6665,55.65,97,58,5.17,broken clouds
562,Macheng,RO,45.7326,22.6973,63.64,64,64,2.95,broken clouds
563,Whitianga,CN,31.1783,115.0319,79.2,89,100,6.91,overcast clouds
564,Havoysund,NZ,-36.8333,175.7,55.69,89,61,13.0,broken clouds
565,La Serena,NO,70.9963,24.6622,48.43,87,100,20.58,light rain
566,Nara,CL,-29.9078,-71.2542,53.11,100,20,2.3,few clouds
567,Swan Hill,JP,34.6851,135.8049,94.32,59,100,4.79,overcast clouds
568,Cockburn Harbour,AU,-35.3378,143.5544,50.23,88,100,5.06,overcast clouds
569,Wanning,US,38.5767,-92.1735,77.65,83,0,0.0,clear sky
570,Bria,CN,18.8003,110.3967,90.21,59,52,5.99,broken clouds
571,Crossville,CF,6.5423,21.9863,68.76,96,100,2.66,overcast clouds
572,Rizhao,US,35.949,-85.0269,75.83,88,0,4.61,clear sky
573,Dhidhdhoo,CN,35.4275,119.4553,85.41,71,99,7.14,overcast clouds
574,Topchikha,MV,6.8833,73.1,82.02,76,62,16.51,broken clouds
575,San Vicente,RU,52.8192,83.1185,78.44,45,19,12.26,few clouds
576,Pismo Beach,AR,-26.6167,-54.1333,60.28,83,46,2.59,scattered clouds
577,Zirandaro,US,35.1428,-120.6413,68.07,84,0,11.5,clear sky
578,Brewster,MX,18.45,-100.9833,73.63,93,99,0.74,overcast clouds
579,Sai Buri,US,41.3973,-73.6171,73.96,85,20,3.44,few clouds
580,Coruripe,TH,6.7013,101.6168,85.71,59,29,3.78,scattered clouds
581,Torbay,BR,-10.1256,-36.1756,70.68,88,21,5.68,few clouds
582,Guelengdeng,CA,47.6666,-52.7314,63.57,94,100,18.41,mist
583,Port Moresby,RU,53.6039,91.3903,71.85,59,0,6.71,clear sky
584,Xining,PG,-9.4431,147.1797,87.22,66,40,23.02,haze
585,Bilma,CN,36.6167,101.7667,75.79,35,2,3.94,clear sky
586,Umtata,NE,18.6853,12.9164,82.92,58,81,8.72,broken clouds
587,Dickinson,ZA,-31.5889,28.7844,50.56,93,75,3.44,broken clouds
588,Sulangan,US,29.4608,-95.0513,85.05,83,0,5.75,clear sky
589,Beringovskiy,PH,11.1373,123.7228,84.87,70,99,5.86,overcast clouds
590,Ye,RU,63.05,179.3167,51.08,86,100,8.43,overcast clouds
591,Garowe,TZ,-5.1092,31.0419,66.16,53,15,6.02,few clouds
592,Gushikawa,SO,8.4054,48.4845,77.11,47,64,27.96,broken clouds
593,Craigieburn,JP,26.3544,127.8686,89.19,68,40,11.5,scattered clouds
594,Salamiyah,AU,-37.6,144.95,55.42,70,100,6.73,light rain
595,Barra Do Garcas,SY,35.0113,37.0532,82.02,33,0,3.53,clear sky
596,Mahon,BR,-15.89,-52.2567,65.16,41,0,3.49,clear sky
597,Ewa Beach,ES,39.8885,4.2658,72.16,78,0,0.0,clear sky
598,Talnakh,US,21.3156,-158.0072,82.35,58,20,12.66,few clouds
599,Bagdarin,RU,69.4865,88.3972,60.21,60,91,12.95,overcast clouds
600,Terrace,RU,54.4333,113.6,54.82,96,100,4.32,light rain
601,Vikhorevka,CA,54.5163,-128.6035,85.91,37,0,4.61,clear sky
602,Bokspits,RU,56.1201,101.1636,65.79,58,100,9.42,overcast clouds
603,Dalby,BR,-14.4503,-56.8461,68.67,43,1,3.36,clear sky
604,Rupert,AU,-27.1833,151.2667,61.84,38,0,4.5,clear sky
605,Alta Floresta,US,42.6191,-113.6772,69.75,56,0,6.91,clear sky
606,Keuruu,BR,-9.8756,-56.0861,66.78,48,0,2.19,clear sky
607,Deh Rawud,FI,62.2667,24.7,55.8,81,100,4.76,overcast clouds
608,Sidi Ali,MG,-20.55,46.8,55.58,72,0,2.71,clear sky
609,Tsaratanana,DZ,36.0998,0.4206,71.69,86,0,4.0,clear sky
610,Starozhilovo,MG,-16.7833,47.65,69.78,62,0,7.07,clear sky
611,Agirish,RU,54.2254,39.916,72.03,72,71,6.44,broken clouds
612,Rungata,RU,61.9247,63.0231,70.54,39,0,6.31,clear sky
613,Yirol,BR,-6.6447,-51.995,68.16,60,20,1.59,few clouds
614,Lalomanu,CN,23.7,109.2667,93.69,45,100,6.11,overcast clouds
615,Kaeo,MG,-22.4,46.1167,60.71,75,50,7.4,scattered clouds
616,Marrakesh,NZ,-35.1,173.7833,60.33,80,40,10.87,scattered clouds
617,Wulanhaote,MA,31.6315,-8.0083,69.87,73,0,8.05,clear sky
618,Iralaya,US,33.1284,-107.2528,77.92,73,0,4.61,clear sky
619,Fort Collins,HN,15.0,-83.2333,78.82,85,1,8.28,clear sky
620,Shaunavon,US,40.5853,-105.0844,72.9,74,75,5.01,broken clouds
621,High Level,CA,49.6501,-108.4181,62.38,46,6,3.11,clear sky
622,Utrecht,CA,58.5169,-117.136,75.31,64,20,4.61,smoke
623,Curuca,NL,52.0,5.25,56.98,81,66,6.42,broken clouds
624,Champerico,BR,-0.7289,-47.8481,73.02,96,39,4.16,scattered clouds
625,Hua Hin,GT,14.3,-91.9167,78.67,82,73,4.03,broken clouds
626,Khorixas,TH,12.5707,99.9588,94.01,88,40,0.0,light rain
627,Inuvik,NA,-20.3667,14.9667,55.83,26,34,3.09,scattered clouds
628,Kjollefjord,CA,68.3499,-133.7218,57.96,60,75,3.44,broken clouds
629,Doctor Pedro P. Pena,NO,70.9457,27.3465,49.82,93,75,19.57,light rain
630,Atliaca,CA,49.8689,-99.3602,59.23,92,70,8.84,broken clouds
631,Lander,MX,17.65,-99.3667,64.27,98,84,2.51,broken clouds
632,Villa Maria,US,42.833,-108.7307,71.17,70,20,6.91,few clouds
633,Aykhal,AR,-32.4075,-63.2402,49.82,90,100,18.9,overcast clouds
634,Bur Gabo,RU,66.0,111.5,84.43,53,19,11.95,few clouds
635,Louisbourg,GH,8.5508,-0.5188,72.72,93,100,7.11,overcast clouds
636,Kungurtug,NZ,-44.7,169.15,41.77,94,95,3.67,overcast clouds
637,Catanduva,RU,50.5994,97.5228,62.17,55,100,1.21,overcast clouds
638,Obo,BR,-21.1378,-48.9728,63.05,46,9,5.7,clear sky
639,Karratha,CF,5.3998,26.4869,67.77,98,98,2.37,light rain
640,Henties Bay,AU,-20.7377,116.8463,79.75,40,0,17.34,clear sky
641,Muisne,NA,-22.116,14.2845,52.59,84,1,1.23,clear sky
642,Alekseyevsk,EC,0.6,-80.0333,73.71,89,100,7.9,overcast clouds
643,Bonfim,RU,57.8406,108.3492,67.75,80,100,1.99,overcast clouds
644,Dunedin,BR,3.0833,-59.95,73.71,95,100,3.56,moderate rain
645,Rawson,NZ,-45.8742,170.5036,45.81,90,100,8.99,moderate rain
646,Calama,AR,-43.3002,-65.1023,40.03,80,25,15.28,scattered clouds
647,Kuching,CL,-22.4667,-68.9333,45.09,23,80,13.8,broken clouds
648,Kazachinskoye,MY,1.55,110.3333,88.02,70,40,3.44,scattered clouds
649,Alvdal,RU,57.6953,93.2761,71.55,54,100,4.81,overcast clouds
650,Marawi,NO,62.1077,10.6307,45.95,78,62,2.95,broken clouds
651,Veraval,PH,7.9986,124.2928,80.64,72,76,3.89,broken clouds
652,Barmer,IN,20.9,70.3667,83.59,73,96,6.58,overcast clouds
653,Ingraj Bazar,IN,25.75,71.3833,85.37,62,93,16.93,overcast clouds
654,Jermuk,IN,25.0,88.15,93.45,52,100,5.86,heavy intensity rain
655,Lasa,AM,39.8417,45.6723,67.08,55,0,3.0,clear sky
656,Tarauaca,IT,46.6166,10.7002,56.7,92,65,2.39,broken clouds
657,Guymon,BR,-8.1614,-70.7656,73.67,74,43,0.78,scattered clouds
658,Lotoshino,US,36.6828,-101.4816,78.8,57,75,24.16,broken clouds
659,Mergui,RU,56.2267,35.6414,67.53,87,56,3.58,broken clouds
660,Nyurba,RU,60.4725,40.2213,68.41,86,77,5.5,broken clouds
661,Viransehir,RU,63.2842,118.3319,88.63,35,22,9.64,few clouds
662,Ust-Omchug,TR,37.2353,39.7631,92.5,14,0,1.25,clear sky
663,Granadilla De Abona,RU,61.15,149.6333,64.6,30,84,3.4,broken clouds
664,Stephenville,ES,28.1188,-16.576,66.78,73,0,3.44,clear sky
665,Olinda,US,32.2207,-98.2023,88.86,42,0,11.5,clear sky
666,Tarakan,BR,-8.0089,-34.8553,71.33,94,100,2.3,mist
667,Taoudenni,ID,3.3,117.6333,78.3,94,40,2.3,light rain
668,Kutum,ML,22.6783,-3.9836,96.42,7,7,20.04,clear sky
669,Nalut,SD,14.2,24.6667,72.68,65,90,5.3,overcast clouds
670,Acatlan,LY,30.3333,10.85,78.66,30,0,9.69,clear sky
671,Arona,MX,20.15,-98.45,53.35,94,55,1.7,broken clouds
672,Marsh Harbour,ES,28.0996,-16.681,74.91,79,0,3.44,clear sky
673,Nguiu,BS,26.5412,-77.0636,81.55,73,26,11.99,scattered clouds
674,Kulhudhuffushi,MR,18.0858,-15.9785,75.67,81,86,22.84,overcast clouds
675,Shelbyville,MV,6.6221,73.07,82.09,76,74,16.42,broken clouds
676,Nola,US,35.4834,-86.4603,83.64,55,0,4.61,clear sky
677,Turbat,IT,40.922,14.5329,78.31,84,0,1.54,clear sky
678,Tulum,PK,26.0023,63.044,84.07,68,100,4.52,overcast clouds
679,Kondinskoye,MX,20.2167,-87.4667,80.87,83,37,8.14,scattered clouds
680,Seymchan,RU,59.6481,67.41,66.51,54,99,12.12,overcast clouds
681,Batagay-Alyta,RU,62.8833,152.4333,66.33,32,83,4.79,broken clouds
682,Abu Zabad,RU,67.8006,130.4114,84.09,36,18,2.95,few clouds
683,Toul,SD,12.35,29.25,74.23,82,98,7.67,overcast clouds
684,Weligama,FR,48.6667,5.9167,56.95,76,0,0.0,clear sky
685,Magrath,LK,5.9667,80.4167,82.35,73,93,8.52,overcast clouds
686,Borba,CA,49.4167,-112.8686,71.74,68,32,8.05,scattered clouds
687,Mwene-Ditu,BR,-4.3878,-59.5939,75.38,66,37,1.79,scattered clouds
688,Saint-Joseph,CD,-7.0,23.45,64.74,45,3,4.59,clear sky
689,Macamic,RE,-21.3667,55.6167,70.18,77,20,7.29,light rain
690,Markova,CA,48.7502,-78.9996,60.03,96,88,8.23,overcast clouds
691,Salekhard,UA,48.6758,24.4138,63.07,68,61,1.63,broken clouds
692,Lazaro Cardenas,RU,66.53,66.6019,70.48,46,83,9.28,broken clouds
693,Vakhrushev,MX,17.9583,-102.2,79.61,80,100,3.96,overcast clouds
694,Marquette,RU,48.9833,142.9667,58.96,87,67,8.25,broken clouds
695,Hovd,US,46.5333,-87.6335,63.77,86,80,8.01,broken clouds
696,Alvaraes,MN,48.0056,91.6419,70.21,29,4,6.67,clear sky
697,Malim,BR,-3.2208,-64.8042,73.4,84,49,2.08,scattered clouds
698,Gouyave,PH,7.452,123.4312,83.84,70,56,7.25,broken clouds
699,Nelson Bay,GD,12.1646,-61.7296,79.57,78,20,14.97,few clouds
700,Taraza,AU,-32.7167,152.15,65.08,51,4,8.01,clear sky
701,Huarmey,CO,7.5836,-75.4007,73.49,99,100,2.21,overcast clouds
702,Mont-Dore,PE,-10.0681,-78.1522,62.19,87,25,8.9,scattered clouds
703,Sanary-Sur-Mer,NC,-22.2833,166.5833,78.78,69,97,7.07,overcast clouds
704,Yar-Sale,FR,43.1178,5.8001,75.88,41,0,1.83,clear sky
705,Mayya,RU,66.8333,70.8333,68.18,53,85,11.3,overcast clouds
706,Aksarka,RU,61.7333,130.2811,90.72,33,7,2.37,clear sky
707,North Battleford,RU,66.5606,67.7975,71.58,45,65,10.69,broken clouds
708,Muli,CA,52.7834,-108.2847,59.09,77,0,6.91,clear sky
709,Eresos,MV,2.9167,73.5667,82.8,74,100,14.99,overcast clouds
710,Anloga,GR,39.1667,25.9333,75.88,60,0,9.19,clear sky
711,Keokuk,GH,5.7947,0.8973,75.54,88,100,16.96,overcast clouds
712,Kudahuvadhoo,US,40.3973,-91.3849,74.08,88,0,0.0,clear sky
713,Palasa,MV,2.6708,72.8944,82.63,73,97,14.25,overcast clouds
714,Gairo,IN,18.7667,84.4167,88.61,63,98,6.55,overcast clouds
715,Yiyang,IT,39.8497,9.5047,71.17,50,0,3.85,clear sky
716,Yamada,CN,28.5892,112.3283,95.11,54,63,4.5,broken clouds
717,Fatehpur,JP,39.4667,141.95,78.12,79,60,4.59,broken clouds
718,Lyuban,IN,25.9333,80.8,91.85,53,86,6.69,overcast clouds
719,Iquitos,BY,52.7985,28.0048,59.88,79,90,5.23,overcast clouds
720,Surt,PE,-3.7481,-73.2472,73.44,100,75,3.44,broken clouds
721,Axim,LY,31.2089,16.5887,79.02,60,0,3.38,clear sky
722,Greenville,GH,4.8699,-2.2405,75.42,82,96,13.27,overcast clouds
723,Campo Maior,US,35.6127,-77.3663,80.76,92,0,5.75,clear sky
724,Cocachacra,BR,-4.8278,-42.1686,77.13,60,97,1.7,overcast clouds
725,Skjervoy,PE,-17.0883,-71.7575,58.69,86,53,4.38,broken clouds
726,Newcastleton,NO,70.0311,20.9714,50.0,88,100,14.18,light rain
727,Kuche,GB,55.1796,-2.8127,54.03,85,100,1.5,moderate rain
